premise,label,hypothesis
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,'the individual lady noticed in the area was apprehended for leaving her daughter in the car while at work.'
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the therapeutic waters of the roman baths have been rerouted to a contemporary swimming pool.
i wonder i didn't scream right out there and then.,2,i managed to keep my composure instead of screaming.
"kinda nippy, ain't it? anse said.",1,options (are neutral):
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he is critical of it.
the on-premises bindery repairs and restores old books and manuscripts.,1,"'occasionally, the bindery also works on newer books.'"
"'all right,' i said.",2,i demonstrated assent.
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,"'on the topic of controversy, bennett was not emphasizing the importance of the capital t truth in his title article, 'clinton, gays, and the untruth'.'"
well no i worked for this company before i had my first daughter,0,i worked for this company prior to giving birth to my first child.
wait a minute.,2,'hold your horses.'
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,'the pilot project will not include any data collection by lsc grantees.'
"kinda nippy, ain't it? anse said.",1,"he noted that it was chill outside, according to anse."
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,'mals were expected to collect at least $    yearly during the years    and   .'
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,"'the structural beauty and artistic detail of this building is comparable to that of the yomeimon, both being deemed national treasures.'"
yeah oh that sounds fantastic,2,'i find this idea disappointing.'
it's like oh man,1,here are five different ways to paraphrase the  'it's like i really got myself into a big mess':
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,"'after the break-up of the mauryan empire, no invaders ever appeared on the northwest frontier.'"
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,"the roman baths still maintain significant bathing areas, although the healing waters have been redirected to a modern pool and spa."
well you can believe that anyway right,2,the statement seems to be believable.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,it could be that the vikings will take home the super bowl trophy this season.
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the factual document significantly contributes to the understanding of the legal question about the presence requirement for lsc grantees.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he strongly disliked it.
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"rather than offering insights into the early civilizations period with a substantial gold jewelry collection, rooms  -  are primarily dedicated to educational materials about  th-century agriculture."
well you can believe that anyway right,2,"it appears quite believable, i suppose."
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,entailments 'the mexican population is unfairly stereotyped.'
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,there is an ongoing issue of prejudice against the larger mexican population in the united states.'
i wonder i didn't scream right out there and then.,2,i didn't scream at all.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,'no information will be gathered from any lsc grantees at all.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,the budget execution process involves a calculation step.
well no i worked for this company before i had my first daughter,0,"while i had my first daughter, i was employed by this company previously."
'you asked for a two week deadline?',0,"""i specified that the project should be finished within two weeks."""
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,"'although the company of handweavers has been working here since   , they have unfortunately ceased to exist.'"
a pointless act.,1,'there was no valuable purpose served by the act.'
a pointless act.,1,'the act was not justifiable.'
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,'a single woman in the area was detected leaving her child in the vehicle while she was at work.'
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,"'contrary to your claim, this part of the largest system of fortifications in the world is accessible for public viewing for   hours a day.'"
"well, then?",1,"""what figures or amounts apply in this context?"""
he left us shortly after.,2,'he extended his stay among us.'
well you can believe that anyway right,2,"one might consider that believable, right?"
yeah oh that sounds fantastic,2,'this appears to be a poor decision.'
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,"'his name resurfaced in the most recent period, with past mentions dating back to    and   . '"
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,'the station i tuned into on the radio spoke about the reasons behind cnn being a worldwide news provider.'
an indio name? ,0,is inquiry being made about a name originating from the indio tribe?
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,'he will definitely continue his football career in either the nfl or another league.'
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,"the farmhouse we had out in castroville, which is situated west of san antonio, was relatively small but it was a place we cherished living in."
an indio name? ,0,what name belongs to the indio ethnicity?
"kinda nippy, ain't it? anse said.",1,anse commented that it was cool outside.
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,"'despite being a handweaving company established in   , they are no longer operational.'"
it is disingenuous to say we should do  money is scarce and so is political capital.,2,it is misleading to argue that money and political capital are not scant.
the on-premises bindery repairs and restores old books and manuscripts.,1,'the bindery could potentially be used for books aside from old ones and manuscripts.'
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,it's more beneficial for the company to manage this task.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the vikings might emerge victorious in the super bowl competition this year.
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the data provides a crucial background for the legal discussion around the presence requirement for lsc grantees.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,"'in this location, one lady was found to have left her daughter in the car during her work hours.'"
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,the recent archaeological discoveries imply that the mahabharata hero yudhishthira potentially resided close to the yamuna river.
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton's decision-making frequently bridges the gap between presidential responsibilities and political considerations.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,"the large bathing areas of the roman baths are still impressive, but the healing waters are provided by a modern pool and spa."
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,"you seem to be in a difficult place right now, considering the length of your shadow-dancing with her."
limitations on total emissions. ,2,'the emissions can be as high as possible.'
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"'lesvos, chios, and samos uphold their traditional rural lifestyle that was admired and desired in earlier times.'"
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the historical record greatly influences our perspective on the legal issue of the presence requirement for lsc grantees.
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,america still harbors prejudice towards the larger mexican population.'
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"it is not accurate that rooms  -  center on the time span between    b.c. and   b.c. and gold jewelry. instead, their focus lies in  th-century agricultural exhibits."
it's like oh man,1,i seem to be up to my neck in difficulties.
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,"it's disheartening for me to tune into the local news, as it concentrates on tragic incidents like murders."
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,'it is possible to enter the least interesting part of the largest fortifications system in the world and spend   hours there.'
a pointless act.,1,'the act bore no relevance.'
the on-premises bindery repairs and restores old books and manuscripts.,1,'it is possible for the bindery to work on books that are not old or manuscripts.'
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the fashionable society flocked to the boutiques and cafe.
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,"'this structure, much like the yomeimon, possesses the same intricate carvings and paintings, hence its classification as a national treasure is comparable to the yomeimon's.'"
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the ground-floor spaces drew in trendy individuals.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,culterlann na hireann in monkstown is the location for friday's traditional music and dance events.'
